Job Title,Company Name,Location,Salary Estimate,Job Description,Rating,Date Posted
Analytics Consultant,Alpha Analytics,Remote,$100K-$111K,"Join Alpha Analytics as a Analytics Consultant. Key skills required: Spark, R, Tableau, Docker, Power BI.",3.9,2024-04-17
Data Analyst,Gamma Group,"Chicago, IL",$79K-$101K,"Exciting opportunity for a Data Analyst at Gamma Group. Must have experience in Snowflake, Tableau, Jira, Airflow, Excel, Machine Learning.",3.2,2024-10-01
Junior Data Analyst,GreenEnergy,"London, UK",$60K-$73K,"Join GreenEnergy as a Junior Data Analyst. Key skills required: Airflow, Azure, R, Docker, AWS.",4.1,2025-10-19
Financial Analyst,Delta Dynamics,"Austin, TX",$61K-$73K,"Delta Dynamics is hiring a Financial Analyst. You should know Git, Docker, Hadoop.",3.9,2024-05-16
Data Analyst,Innovate Solutions,"Austin, TX",$54K-$82K,"Join Innovate Solutions as a Data Analyst. Key skills required: Python, Azure, Tableau, Spark, Power BI.",3.1,2024-01-28
Product Analyst,Alpha Analytics,"Los Angeles, CA",$89K-$126K,"Exciting opportunity for a Product Analyst at Alpha Analytics. Must have experience in Azure, Power BI, Git, Tableau, Statistics, Snowflake.",4.4,2024-11-08
Data Analyst,CyberSecure,"Seattle, WA",$119K-$143K,"Join CyberSecure as a Data Analyst. Key skills required: Statistics, Azure, Machine Learning, Spark.",3.8,2025-02-18
Data Analyst,Alpha Analytics,Remote,$66K-$107K,"Alpha Analytics is hiring a Data Analyst. You should know Git, Excel, Python.",4.0,2025-05-18
BI Developer,EduTech,"Chicago, IL",$59K-$87K,"EduTech is hiring a BI Developer. You should know Tableau, Jira, Power BI, Hadoop, Git.",3.6,2024-11-20
Data Scientist,Beta Data,"Berlin, DE",$60K-$81K,"Join Beta Data as a Data Scientist. Key skills required: SQL, Machine Learning, R, Git.",4.1,2025-05-26
Analytics Consultant,Delta Dynamics,"San Francisco, CA",$66K-$95K,"Seeking a talented Analytics Consultant. Proficiency in AWS, Tableau, Statistics is a must.",3.9,2024-02-27
BI Developer,Delta Dynamics,"Los Angeles, CA",$86K-$113K,"Seeking a talented BI Developer. Proficiency in Looker, Machine Learning, Snowflake, Excel, Spark, AWS is a must.",4.5,2024-02-05
BI Developer,Alpha Analytics,"Boston, MA",$72K-$118K,"We are looking for a BI Developer to join our team. You will be working with Jira, Hadoop, Tableau.",4.8,2024-11-23
Analytics Consultant,EduTech,"Toronto, ON",$112K-$146K,"Seeking a talented Analytics Consultant. Proficiency in SQL, Python, Kubernetes, Docker, Looker, Jira, Airflow, Git is a must.",3.2,2025-05-04
Data Analyst,FinancePlus,Remote,$86K-$112K,"Join FinancePlus as a Data Analyst. Key skills required: R, Git, Google Cloud, Hadoop, Power BI, Spark.",4.6,2024-02-23
Machine Learning Engineer,GreenEnergy,"Bangalore, IN",$60K-$84K,"Exciting opportunity for a Machine Learning Engineer at GreenEnergy. Must have experience in Excel, Looker, Snowflake, Kubernetes, Power BI, AWS, Azure, Python.",4.3,2025-03-31
Analytics Consultant,DataWiz,"Austin, TX",$79K-$126K,"Exciting opportunity for a Analytics Consultant at DataWiz. Must have experience in Docker, Snowflake, Azure, Power BI, Git.",4.4,2024-07-01
Product Analyst,Alpha Analytics,"Bangalore, IN",$90K-$112K,"Join Alpha Analytics as a Product Analyst. Key skills required: Python, Azure, SQL, Machine Learning, Docker, Kubernetes.",3.7,2025-04-09
Product Analyst,CloudSystems,"London, UK",$88K-$133K,"Exciting opportunity for a Product Analyst at CloudSystems. Must have experience in AWS, Git, Looker.",3.8,2025-05-16
Analytics Consultant,EduTech,"San Francisco, CA",$106K-$121K,"Exciting opportunity for a Analytics Consultant at EduTech. Must have experience in Airflow, Git, SQL, Jira, R, Python, Spark, Power BI.",4.4,2024-07-05
Analytics Consultant,CyberSecure,"San Francisco, CA",$111K-$146K,"Join CyberSecure as a Analytics Consultant. Key skills required: Python, Machine Learning, AWS, Excel, R, Kubernetes, Tableau.",4.2,2024-05-17
Data Engineer,TechCorp,"Denver, CO",$107K-$141K,"Join TechCorp as a Data Engineer. Key skills required: Google Cloud, Excel, Python, Machine Learning.",3.4,2025-04-05
Machine Learning Engineer,Innovate Solutions,"Toronto, ON",$94K-$104K,"Innovate Solutions is hiring a Machine Learning Engineer. You should know Tableau, SQL, Kubernetes, Jira, Excel.",4.6,2025-04-02
Senior Data Analyst,EduTech,"Austin, TX",$85K-$106K,"Join EduTech as a Senior Data Analyst. Key skills required: Statistics, Google Cloud, Kubernetes.",4.1,2025-11-19
Business Intelligence Analyst,FinancePlus,"San Francisco, CA",$85K-$127K,"Seeking a talented Business Intelligence Analyst. Proficiency in Tableau, SQL, Power BI, Python, Snowflake is a must.",4.2,2024-11-18
Business Intelligence Analyst,GreenEnergy,"Toronto, ON",$95K-$122K,"We are looking for a Business Intelligence Analyst to join our team. You will be working with Tableau, Statistics, Airflow, Jira.",4.9,2025-08-09
Senior Data Analyst,DataWiz,"Seattle, WA",$93K-$112K,"DataWiz is hiring a Senior Data Analyst. You should know Excel, Power BI, Docker, Python, SQL, Machine Learning, R.",4.7,2024-08-19
Business Intelligence Analyst,CloudSystems,"Atlanta, GA",$101K-$129K,"CloudSystems is hiring a Business Intelligence Analyst. You should know Looker, Google Cloud, Spark, Git, Excel.",3.3,2024-12-11
Data Analyst,DataWiz,"Chicago, IL",$85K-$100K,"Exciting opportunity for a Data Analyst at DataWiz. Must have experience in Google Cloud, Hadoop, Excel, Looker, Snowflake.",3.8,2024-05-12
Machine Learning Engineer,Gamma Group,"San Francisco, CA",$64K-$89K,"Exciting opportunity for a Machine Learning Engineer at Gamma Group. Must have experience in Google Cloud, Python, Machine Learning, Statistics, Looker, Airflow, R, Spark.",4.8,2024-10-08
Data Analyst,RetailGiants,"Atlanta, GA",$65K-$101K,"Join RetailGiants as a Data Analyst. Key skills required: Git, Airflow, Hadoop, Jira, Google Cloud.",4.9,2025-02-14
Business Intelligence Analyst,Delta Dynamics,"Los Angeles, CA",$58K-$76K,"We are looking for a Business Intelligence Analyst to join our team. You will be working with Airflow, Excel, Jira, AWS.",3.3,2024-12-26
Junior Data Analyst,Beta Data,"London, UK",$79K-$102K,"Exciting opportunity for a Junior Data Analyst at Beta Data. Must have experience in Looker, Azure, Statistics, R, Snowflake, Hadoop, Excel.",3.7,2024-01-19
Product Analyst,TechCorp,"Bangalore, IN",$98K-$141K,"TechCorp is hiring a Product Analyst. You should know Spark, Docker, Tableau, Excel.",4.1,2025-09-13
Analytics Consultant,Alpha Analytics,Remote,$115K-$144K,"We are looking for a Analytics Consultant to join our team. You will be working with Machine Learning, Docker, SQL, Snowflake.",3.2,2024-07-09
Product Analyst,Beta Data,"San Francisco, CA",$103K-$135K,"Seeking a talented Product Analyst. Proficiency in Airflow, Spark, Power BI, Kubernetes, Excel, Jira, AWS is a must.",3.8,2025-10-27
Junior Data Analyst,RetailGiants,"Berlin, DE",$66K-$102K,"Join RetailGiants as a Junior Data Analyst. Key skills required: Snowflake, Azure, Excel, Hadoop, Docker, Google Cloud, Statistics, Looker.",3.4,2025-06-08
Data Scientist,DataWiz,"Austin, TX",$58K-$71K,"Join DataWiz as a Data Scientist. Key skills required: Spark, SQL, Python, Snowflake, AWS, Hadoop.",3.8,2025-06-09
Business Intelligence Analyst,EduTech,Remote,$118K-$167K,"We are looking for a Business Intelligence Analyst to join our team. You will be working with Machine Learning, Jira, Spark, AWS, Snowflake, Looker, Google Cloud, Statistics.",3.8,2025-11-08
Data Engineer,CyberSecure,"Toronto, ON",$114K-$125K,"We are looking for a Data Engineer to join our team. You will be working with Power BI, Tableau, Jira, Statistics, Hadoop, Excel, Git.",3.9,2025-09-13
Data Analyst,TechCorp,"Seattle, WA",$83K-$130K,"Exciting opportunity for a Data Analyst at TechCorp. Must have experience in Google Cloud, Git, Python, Tableau, Snowflake, Excel, Jira, Docker.",4.3,2025-05-28
Marketing Analyst,Gamma Group,"Seattle, WA",$50K-$61K,"Seeking a talented Marketing Analyst. Proficiency in Docker, SQL, Python, AWS, Excel is a must.",3.5,2025-05-14
Machine Learning Engineer,CloudSystems,"London, UK",$108K-$125K,"We are looking for a Machine Learning Engineer to join our team. You will be working with Python, Power BI, Google Cloud, Git, Snowflake, Spark, Machine Learning, Azure.",4.0,2025-02-22
Marketing Analyst,CloudSystems,"Bangalore, IN",$85K-$118K,"CloudSystems is hiring a Marketing Analyst. You should know Machine Learning, Python, Airflow, Statistics.",4.9,2025-03-03
Machine Learning Engineer,RetailGiants,"Los Angeles, CA",$111K-$133K,"Exciting opportunity for a Machine Learning Engineer at RetailGiants. Must have experience in Looker, Azure, Jira, Kubernetes.",4.5,2024-06-02
Financial Analyst,HealthCare Inc.,"Bangalore, IN",$84K-$99K,"HealthCare Inc. is hiring a Financial Analyst. You should know Statistics, Docker, Power BI.",3.2,2024-03-13
Data Scientist,Gamma Group,"Bangalore, IN",$98K-$136K,"Gamma Group is hiring a Data Scientist. You should know AWS, Jira, Azure, Snowflake, R, Google Cloud.",3.0,2025-12-15
Product Analyst,TechCorp,"Bangalore, IN",$95K-$130K,"We are looking for a Product Analyst to join our team. You will be working with Git, Jira, Tableau, R, SQL, Looker.",4.6,2024-06-05
Financial Analyst,Gamma Group,"Austin, TX",$79K-$103K,"Join Gamma Group as a Financial Analyst. Key skills required: Airflow, Jira, Spark, Python, Power BI, Docker.",3.1,2025-01-31
Data Analyst,Innovate Solutions,"San Francisco, CA",$53K-$102K,"Join Innovate Solutions as a Data Analyst. Key skills required: Statistics, Git, Docker, Excel.",3.3,2024-04-01
Marketing Analyst,CyberSecure,"San Francisco, CA",$72K-$84K,"Join CyberSecure as a Marketing Analyst. Key skills required: Git, Tableau, Google Cloud, Jira, Power BI, Azure, Snowflake.",3.9,2024-03-11
Data Analyst,GreenEnergy,"Austin, TX",$92K-$108K,"Exciting opportunity for a Data Analyst at GreenEnergy. Must have experience in Kubernetes, R, Machine Learning, Google Cloud, Airflow, Git.",4.8,2025-06-22
Junior Data Analyst,TechCorp,"Atlanta, GA",$101K-$119K,"Exciting opportunity for a Junior Data Analyst at TechCorp. Must have experience in Jira, Snowflake, Azure, Git.",3.7,2025-03-01
Business Intelligence Analyst,Gamma Group,"New York, NY",$99K-$133K,"Gamma Group is hiring a Business Intelligence Analyst. You should know Jira, Tableau, Docker, Excel, Spark, Airflow, Git.",3.4,2025-06-03
Financial Analyst,TechCorp,"London, UK",$54K-$80K,"TechCorp is hiring a Financial Analyst. You should know Excel, Spark, Hadoop, Docker, Tableau.",3.2,2025-07-25
Business Intelligence Analyst,Innovate Solutions,"Boston, MA",$87K-$97K,"Innovate Solutions is hiring a Business Intelligence Analyst. You should know SQL, Tableau, Jira, Power BI, Docker.",4.7,2024-06-01
BI Developer,Beta Data,"Atlanta, GA",$119K-$148K,"Seeking a talented BI Developer. Proficiency in Google Cloud, Python, Hadoop, Tableau, Statistics, Docker is a must.",4.8,2024-01-09
Financial Analyst,HealthCare Inc.,"London, UK",$81K-$108K,"Seeking a talented Financial Analyst. Proficiency in Snowflake, Machine Learning, Airflow, Power BI, SQL, Tableau, Jira is a must.",3.8,2025-02-20
BI Developer,CloudSystems,"Denver, CO",$75K-$108K,"CloudSystems is hiring a BI Developer. You should know Snowflake, Statistics, Power BI, Kubernetes, Machine Learning.",4.4,2025-11-22
Data Scientist,FinancePlus,"Bangalore, IN",$68K-$104K,"FinancePlus is hiring a Data Scientist. You should know Docker, Azure, R, Power BI, Spark, SQL, Jira, Looker.",4.0,2025-09-11
Data Engineer,HealthCare Inc.,"Chicago, IL",$101K-$132K,"Seeking a talented Data Engineer. Proficiency in Spark, Python, AWS, Kubernetes, Excel is a must.",3.7,2025-01-26
Senior Data Analyst,EduTech,"Seattle, WA",$77K-$101K,"Join EduTech as a Senior Data Analyst. Key skills required: Tableau, Docker, Machine Learning, Looker, Statistics, Git.",4.2,2024-10-14
Data Analyst,Gamma Group,"Boston, MA",$112K-$126K,"Gamma Group is hiring a Data Analyst. You should know Tableau, AWS, Looker, Git, Hadoop, Kubernetes, Spark.",4.7,2025-06-13
Marketing Analyst,RetailGiants,"Seattle, WA",$93K-$141K,"We are looking for a Marketing Analyst to join our team. You will be working with Azure, Git, Hadoop, Docker.",4.4,2025-10-06
Marketing Analyst,TechCorp,"Chicago, IL",$112K-$131K,"Exciting opportunity for a Marketing Analyst at TechCorp. Must have experience in Docker, Kubernetes, SQL, Snowflake, Python, Git, Statistics.",3.8,2024-10-23
Machine Learning Engineer,EduTech,"Chicago, IL",$76K-$94K,"Exciting opportunity for a Machine Learning Engineer at EduTech. Must have experience in Excel, AWS, SQL.",3.8,2024-10-03
Senior Data Analyst,Beta Data,"Denver, CO",$74K-$120K,"Seeking a talented Senior Data Analyst. Proficiency in Google Cloud, Kubernetes, Machine Learning is a must.",3.9,2024-05-25
BI Developer,HealthCare Inc.,"Berlin, DE",$71K-$114K,"Join HealthCare Inc. as a BI Developer. Key skills required: Snowflake, R, Kubernetes, Power BI.",4.8,2024-11-28
Data Analyst,HealthCare Inc.,"Boston, MA",$112K-$134K,"Join HealthCare Inc. as a Data Analyst. Key skills required: Excel, Spark, Kubernetes, Power BI, Tableau, Jira, Docker, AWS.",3.7,2024-10-02
BI Developer,HealthCare Inc.,"Los Angeles, CA",$114K-$147K,"Exciting opportunity for a BI Developer at HealthCare Inc.. Must have experience in Azure, Kubernetes, Statistics.",3.5,2024-05-02
Junior Data Analyst,TechCorp,"Bangalore, IN",$72K-$120K,"Seeking a talented Junior Data Analyst. Proficiency in Looker, Jira, Power BI, Spark, Hadoop, Statistics, SQL, Excel is a must.",4.2,2025-07-08
Data Analyst,EduTech,"Toronto, ON",$82K-$92K,"EduTech is hiring a Data Analyst. You should know Docker, AWS, Jira.",4.3,2024-12-01
Marketing Analyst,DataWiz,"Seattle, WA",$85K-$124K,"Join DataWiz as a Marketing Analyst. Key skills required: Docker, Airflow, Machine Learning, Azure, Spark.",3.8,2025-03-29
Junior Data Analyst,RetailGiants,Remote,$96K-$121K,"We are looking for a Junior Data Analyst to join our team. You will be working with Git, Excel, Google Cloud, Power BI, Jira, Spark, Snowflake.",3.7,2024-01-14
Senior Data Analyst,Delta Dynamics,"Toronto, ON",$72K-$116K,"Join Delta Dynamics as a Senior Data Analyst. Key skills required: Jira, Git, R.",4.8,2024-05-25
Financial Analyst,CloudSystems,"Austin, TX",$80K-$106K,"Seeking a talented Financial Analyst. Proficiency in Excel, Snowflake, Docker, Power BI, Looker, R, Azure is a must.",3.2,2025-12-06
Analytics Consultant,CloudSystems,"Denver, CO",$117K-$127K,"Join CloudSystems as a Analytics Consultant. Key skills required: Google Cloud, Excel, Azure.",3.4,2025-03-19
BI Developer,TechCorp,"Austin, TX",$96K-$122K,"Join TechCorp as a BI Developer. Key skills required: Docker, SQL, Power BI, Statistics, Google Cloud, Azure.",3.5,2024-11-07
Financial Analyst,Delta Dynamics,"Seattle, WA",$83K-$133K,"Exciting opportunity for a Financial Analyst at Delta Dynamics. Must have experience in Snowflake, Power BI, Git.",4.9,2025-07-15
BI Developer,FinancePlus,Remote,$54K-$100K,"FinancePlus is hiring a BI Developer. You should know Looker, SQL, Snowflake, Jira.",4.8,2024-07-24
BI Developer,FinancePlus,Remote,$78K-$104K,"FinancePlus is hiring a BI Developer. You should know Machine Learning, AWS, Tableau.",3.5,2024-08-10
Data Analyst,Innovate Solutions,"Los Angeles, CA",$57K-$99K,"Join Innovate Solutions as a Data Analyst. Key skills required: Jira, AWS, Machine Learning, Tableau, Kubernetes, Git, Snowflake, Statistics.",3.8,2024-02-27
Data Analyst,CloudSystems,"Chicago, IL",$65K-$90K,"CloudSystems is hiring a Data Analyst. You should know Docker, Git, R, Kubernetes, Excel, AWS, Tableau.",3.2,2024-06-27
Marketing Analyst,CloudSystems,"Atlanta, GA",$51K-$75K,"Seeking a talented Marketing Analyst. Proficiency in Airflow, Looker, Tableau, SQL is a must.",5.0,2024-04-08
BI Developer,Delta Dynamics,"New York, NY",$116K-$143K,"Join Delta Dynamics as a BI Developer. Key skills required: Excel, Statistics, R.",4.4,2025-08-08
Data Analyst,CloudSystems,Remote,$80K-$92K,"We are looking for a Data Analyst to join our team. You will be working with Snowflake, Kubernetes, Machine Learning, Spark.",4.0,2024-07-14
Financial Analyst,GreenEnergy,"Austin, TX",$100K-$137K,"Exciting opportunity for a Financial Analyst at GreenEnergy. Must have experience in Docker, Tableau, Jira, Airflow, Git, SQL, Hadoop, R.",4.5,2024-12-23
Senior Data Analyst,Beta Data,"London, UK",$73K-$88K,"Seeking a talented Senior Data Analyst. Proficiency in Google Cloud, Statistics, Hadoop, Git is a must.",4.7,2025-12-20
Business Intelligence Analyst,HealthCare Inc.,"Chicago, IL",$57K-$94K,"Exciting opportunity for a Business Intelligence Analyst at HealthCare Inc.. Must have experience in Python, Statistics, Docker, Spark, Snowflake, Airflow, Power BI.",4.0,2025-02-13
Analytics Consultant,HealthCare Inc.,"Toronto, ON",$50K-$62K,"We are looking for a Analytics Consultant to join our team. You will be working with AWS, Python, Machine Learning.",3.7,2025-05-01
BI Developer,HealthCare Inc.,"New York, NY",$62K-$79K,"HealthCare Inc. is hiring a BI Developer. You should know Docker, AWS, Azure, R, Spark, Machine Learning, Excel, Jira.",4.3,2024-09-22
Data Engineer,Delta Dynamics,"Austin, TX",$105K-$126K,"Join Delta Dynamics as a Data Engineer. Key skills required: Google Cloud, Excel, R, Statistics, Python, Airflow.",4.7,2024-07-07
Analytics Consultant,CyberSecure,"Boston, MA",$89K-$104K,"Join CyberSecure as a Analytics Consultant. Key skills required: Kubernetes, R, Docker, Tableau, Airflow, Git, Azure, AWS.",4.2,2024-12-24
Data Scientist,TechCorp,Remote,$117K-$130K,"Exciting opportunity for a Data Scientist at TechCorp. Must have experience in Tableau, Python, Power BI, Machine Learning, Spark.",4.8,2024-11-29
Analytics Consultant,DataWiz,"Bangalore, IN",$99K-$115K,"DataWiz is hiring a Analytics Consultant. You should know Airflow, Hadoop, Statistics, Power BI, Kubernetes.",3.3,2025-07-10
Business Intelligence Analyst,TechCorp,"Boston, MA",$96K-$134K,"Join TechCorp as a Business Intelligence Analyst. Key skills required: Google Cloud, Azure, Statistics.",3.9,2025-02-02
Data Scientist,CyberSecure,"Austin, TX",$83K-$119K,"Exciting opportunity for a Data Scientist at CyberSecure. Must have experience in Hadoop, Snowflake, Power BI.",3.2,2024-01-07
Data Engineer,DataWiz,"London, UK",$82K-$93K,"Exciting opportunity for a Data Engineer at DataWiz. Must have experience in Python, R, Snowflake, Hadoop, Power BI, Jira.",4.2,2024-02-11
Data Analyst,FinancePlus,"Atlanta, GA",$58K-$104K,"Join FinancePlus as a Data Analyst. Key skills required: Google Cloud, Docker, Statistics, Machine Learning, Azure.",3.9,2025-08-13
Data Analyst,Alpha Analytics,"Seattle, WA",$97K-$115K,"Exciting opportunity for a Data Analyst at Alpha Analytics. Must have experience in Statistics, SQL, Airflow.",4.0,2024-07-25
Senior Data Analyst,FinancePlus,"Denver, CO",$113K-$137K,"Join FinancePlus as a Senior Data Analyst. Key skills required: Statistics, Git, AWS, Machine Learning, Kubernetes, Spark, SQL.",4.8,2025-04-17
Data Analyst,DataWiz,"San Francisco, CA",$56K-$82K,"Exciting opportunity for a Data Analyst at DataWiz. Must have experience in R, Power BI, Looker, Google Cloud, Statistics, Hadoop, Excel, Jira.",3.2,2025-05-22
Senior Data Analyst,Beta Data,"Denver, CO",$54K-$87K,"We are looking for a Senior Data Analyst to join our team. You will be working with Docker, Looker, Excel, Jira, Tableau, R, Google Cloud.",4.4,2025-06-29
Machine Learning Engineer,Alpha Analytics,"Toronto, ON",$63K-$84K,"Alpha Analytics is hiring a Machine Learning Engineer. You should know Airflow, Spark, SQL, Tableau.",3.9,2025-05-16
Financial Analyst,HealthCare Inc.,"Austin, TX",$102K-$143K,"HealthCare Inc. is hiring a Financial Analyst. You should know SQL, Looker, Statistics, Azure, Spark, Python, Google Cloud, Hadoop.",4.6,2025-12-19
Machine Learning Engineer,RetailGiants,"Atlanta, GA",$91K-$133K,"RetailGiants is hiring a Machine Learning Engineer. You should know Machine Learning, Snowflake, Spark, Statistics, SQL.",4.7,2025-07-04
Business Intelligence Analyst,RetailGiants,"Bangalore, IN",$72K-$86K,"We are looking for a Business Intelligence Analyst to join our team. You will be working with Hadoop, Tableau, Snowflake.",3.6,2025-09-26
Junior Data Analyst,Alpha Analytics,"New York, NY",$108K-$133K,"Exciting opportunity for a Junior Data Analyst at Alpha Analytics. Must have experience in AWS, Spark, Airflow, Tableau, Statistics, Azure, Excel, Git.",3.3,2024-11-08
Junior Data Analyst,FinancePlus,"Atlanta, GA",$72K-$93K,"We are looking for a Junior Data Analyst to join our team. You will be working with Git, Docker, Kubernetes, Statistics, Looker, Excel.",4.2,2025-07-04
Product Analyst,RetailGiants,"New York, NY",$115K-$143K,"Join RetailGiants as a Product Analyst. Key skills required: Statistics, Excel, SQL, Hadoop, Tableau.",4.1,2024-11-24
Product Analyst,GreenEnergy,"New York, NY",$98K-$132K,"GreenEnergy is hiring a Product Analyst. You should know Jira, Power BI, SQL, R, Excel, Airflow, Snowflake, Google Cloud.",3.8,2024-12-20
Data Engineer,EduTech,"Austin, TX",$109K-$159K,"Join EduTech as a Data Engineer. Key skills required: Tableau, Spark, Power BI, Git, Excel, Docker, Jira.",3.2,2024-06-17
Junior Data Analyst,CloudSystems,"Chicago, IL",$105K-$116K,"Join CloudSystems as a Junior Data Analyst. Key skills required: R, AWS, Power BI.",4.8,2024-11-11
Data Analyst,DataWiz,Remote,$90K-$124K,"We are looking for a Data Analyst to join our team. You will be working with Jira, Looker, Kubernetes.",4.8,2024-04-09
Senior Data Analyst,Beta Data,"Austin, TX",$80K-$116K,"Exciting opportunity for a Senior Data Analyst at Beta Data. Must have experience in SQL, Looker, Jira, AWS, Azure.",4.4,2024-08-09
Marketing Analyst,RetailGiants,"Atlanta, GA",$54K-$98K,"Seeking a talented Marketing Analyst. Proficiency in AWS, R, Tableau, Kubernetes, Google Cloud, Snowflake is a must.",4.8,2024-04-14
Analytics Consultant,FinancePlus,"Seattle, WA",$66K-$99K,"Seeking a talented Analytics Consultant. Proficiency in Snowflake, Git, Looker, Kubernetes is a must.",3.1,2025-05-19
Financial Analyst,CyberSecure,"Atlanta, GA",$104K-$118K,"Seeking a talented Financial Analyst. Proficiency in Tableau, SQL, Airflow, Python is a must.",4.9,2025-01-09
BI Developer,HealthCare Inc.,"Atlanta, GA",$64K-$79K,"We are looking for a BI Developer to join our team. You will be working with Git, Docker, R, Jira, Looker, Machine Learning, Airflow.",3.0,2025-11-08
Data Analyst,FinancePlus,"Toronto, ON",$108K-$132K,"FinancePlus is hiring a Data Analyst. You should know R, Excel, Python, Jira, Power BI, Airflow, Google Cloud.",3.7,2024-06-18
Data Analyst,DataWiz,"Berlin, DE",$114K-$124K,"Exciting opportunity for a Data Analyst at DataWiz. Must have experience in Kubernetes, Jira, Statistics, Docker, Power BI, Excel, Hadoop, SQL.",3.5,2024-10-31
Machine Learning Engineer,Delta Dynamics,"Los Angeles, CA",$67K-$88K,"Seeking a talented Machine Learning Engineer. Proficiency in Airflow, Docker, Looker, Python, Azure, AWS, Kubernetes is a must.",4.0,2025-01-18
Data Analyst,TechCorp,"Chicago, IL",$109K-$121K,"We are looking for a Data Analyst to join our team. You will be working with R, Machine Learning, Airflow.",4.6,2024-03-02
Marketing Analyst,DataWiz,"London, UK",$109K-$152K,"Exciting opportunity for a Marketing Analyst at DataWiz. Must have experience in Looker, Airflow, Statistics, AWS.",4.3,2024-12-11
Analytics Consultant,Beta Data,"Denver, CO",$94K-$114K,"Seeking a talented Analytics Consultant. Proficiency in Machine Learning, AWS, Tableau, R, Kubernetes is a must.",4.6,2025-08-14
Analytics Consultant,DataWiz,"Boston, MA",$89K-$109K,"Seeking a talented Analytics Consultant. Proficiency in Machine Learning, Kubernetes, Azure, SQL, Power BI, Hadoop, Statistics, Excel is a must.",3.8,2025-08-24
Senior Data Analyst,DataWiz,"Bangalore, IN",$53K-$81K,"We are looking for a Senior Data Analyst to join our team. You will be working with Snowflake, Python, Azure, Hadoop, R, Tableau.",4.0,2025-06-04
Data Engineer,DataWiz,"New York, NY",$83K-$117K,"DataWiz is hiring a Data Engineer. You should know Docker, Airflow, AWS, Excel, Power BI, Machine Learning, Looker.",3.5,2024-02-09
Analytics Consultant,TechCorp,"Berlin, DE",$76K-$113K,"Exciting opportunity for a Analytics Consultant at TechCorp. Must have experience in Spark, Snowflake, Git, Google Cloud.",4.9,2025-05-25
Data Analyst,Gamma Group,"Los Angeles, CA",$100K-$143K,"Seeking a talented Data Analyst. Proficiency in Power BI, Docker, Machine Learning, Google Cloud, Jira is a must.",4.1,2025-06-11
BI Developer,Beta Data,"Boston, MA",$104K-$135K,"We are looking for a BI Developer to join our team. You will be working with Jira, Kubernetes, Power BI, Airflow, Google Cloud, Docker, Spark, Excel.",3.6,2025-02-16
Product Analyst,Delta Dynamics,"Boston, MA",$82K-$131K,"Join Delta Dynamics as a Product Analyst. Key skills required: Docker, Statistics, Hadoop, Kubernetes, SQL, Looker.",4.0,2025-08-11
Product Analyst,Innovate Solutions,"Chicago, IL",$113K-$127K,"Innovate Solutions is hiring a Product Analyst. You should know Machine Learning, Power BI, AWS, Azure, Hadoop.",4.1,2025-10-14
Marketing Analyst,HealthCare Inc.,"Boston, MA",$109K-$145K,"We are looking for a Marketing Analyst to join our team. You will be working with Docker, Git, Snowflake, Power BI.",5.0,2024-02-11
Product Analyst,DataWiz,"Seattle, WA",$71K-$120K,"Exciting opportunity for a Product Analyst at DataWiz. Must have experience in Airflow, Python, Docker, Hadoop, Looker, Excel.",3.8,2024-07-05
Senior Data Analyst,HealthCare Inc.,"London, UK",$92K-$113K,"Exciting opportunity for a Senior Data Analyst at HealthCare Inc.. Must have experience in Jira, Azure, Spark, Git.",4.3,2024-03-05
Business Intelligence Analyst,CyberSecure,"Bangalore, IN",$101K-$127K,"Seeking a talented Business Intelligence Analyst. Proficiency in R, Statistics, Python, Power BI, Spark is a must.",3.0,2024-07-18
Data Scientist,Alpha Analytics,"San Francisco, CA",$79K-$113K,"We are looking for a Data Scientist to join our team. You will be working with Python, Machine Learning, Excel, Jira, Hadoop, Snowflake, AWS, Tableau.",4.7,2024-05-05
Financial Analyst,HealthCare Inc.,"Los Angeles, CA",$106K-$156K,"Exciting opportunity for a Financial Analyst at HealthCare Inc.. Must have experience in Excel, Python, Airflow, Statistics.",3.6,2025-03-08
Data Analyst,CyberSecure,"Toronto, ON",$93K-$110K,"Seeking a talented Data Analyst. Proficiency in Google Cloud, Snowflake, Excel, Statistics is a must.",4.0,2024-11-04
Junior Data Analyst,FinancePlus,"London, UK",$70K-$99K,"FinancePlus is hiring a Junior Data Analyst. You should know Hadoop, Airflow, Machine Learning.",4.7,2025-10-24
Data Scientist,Delta Dynamics,"Toronto, ON",$99K-$121K,"Exciting opportunity for a Data Scientist at Delta Dynamics. Must have experience in Machine Learning, Jira, Power BI, Airflow, Spark, Statistics, Snowflake.",3.1,2024-09-26
Data Scientist,Beta Data,"Atlanta, GA",$59K-$109K,"Seeking a talented Data Scientist. Proficiency in AWS, R, Python, SQL, Hadoop, Azure is a must.",3.1,2025-08-08
Product Analyst,GreenEnergy,"Bangalore, IN",$99K-$112K,"Exciting opportunity for a Product Analyst at GreenEnergy. Must have experience in Spark, Tableau, AWS, Docker.",4.0,2024-04-26
Junior Data Analyst,GreenEnergy,"London, UK",$65K-$101K,"Seeking a talented Junior Data Analyst. Proficiency in Airflow, SQL, Excel is a must.",4.6,2025-03-17
